X,Y,OBJECTID,GlobalID,CreationDate,Creator,EditDate,Editor,case_number,crime_category,crime_code,crime_description,crime_type,reported_block_address,city_of_incident,city,district,reported_date,reported_year,reported_month,reported_day,reported_hour,reported_dayofwk,latitude,longitude,agency,updated_date
-78.6234085839999,35.7830204380001,596466,95d9dc71-8005-4d5e-b6a7-60f0f03b1d52,2020/09/29 04:01:01.322+00,RaleighGIS,2020/09/29 04:01:01.322+00,RaleighGIS,P20045777,ALL OTHER OFFENSES,80D,All Other/Trespassing,,200 BLOCK N STATE ST,RALEIGH,RALEIGH,Southeast,2020/09/28 14:18:00+00,2020,9,28,10,Monday,35.7830204380001,-78.6234085839999,RPD,2020/09/28 19:21:44.590+00
-78.6234085839999,35.7830204380001,596467,72f0f7d1-1828-4698-9980-496e61fd981b,2020/09/29 04:01:01.322+00,RaleighGIS,2020/09/29 04:01:01.322+00,RaleighGIS,P20045777,VANDALISM,80B,All Other/Damage to Property (minor),,200 BLOCK N STATE ST,RALEIGH,RALEIGH,Southeast,2020/09/28 14:18:00+00,2020,9,28,10,Monday,35.7830204380001,-78.6234085839999,RPD,2020/09/28 19:21:44.590+00
-78.705064466,35.7815562690001,596567,782e3dae-c0be-4d0b-ba64-fb85c2e7c299,2020/09/30 04:01:03.071+00,RaleighGIS,2020/09/30 04:01:03.071+00,RaleighGIS,P20045919,OBSCENE MATERIAL,58A,Pornography/Obscene Material,CRIMES AGAINST SOCIETY,1200 BLOCK TEAKWOOD PL,RALEIGH,RALEIGH,Southwest,2020/09/29 12:27:00+00,2020,9,29,8,Tuesday,35.7815562690001,-78.705064466,RPD,2020/09/29 18:27:19.700+00
-78.6159274029999,35.856952145,596570,710c0655-f236-49f0-893c-aa23d15dc8e2,2020/09/30 04:01:03.071+00,RaleighGIS,2020/09/30 04:01:03.071+00,RaleighGIS,P20045930,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,5500 BLOCK FALLS OF NEUSE RD,RALEIGH,RALEIGH,North,2020/09/29 13:28:00+00,2020,9,29,9,Tuesday,35.856952145,-78.6159274029999,RPD,2020/09/29 20:15:15.083+00
-78.5939246039999,35.8026490770001,596648,b0fc5b10-8901-4363-9f2d-74c67df59398,2020/09/30 04:01:03.071+00,RaleighGIS,2020/09/30 04:01:03.071+00,RaleighGIS,P20046069,ALL OTHER OFFENSES,80A,All Other/All Other Offenses,,I 440 EB  &  YONKERS RD,RALEIGH,RALEIGH,Southeast,2020/09/30 00:32:00+00,2020,9,29,20,Tuesday,35.8026490770001,-78.5939246039999,RPD,2020/09/30 02:38:31.707+00
-78.631492484,35.763367293,597202,31d73040-841f-4b23-ad80-49301583b41c,2020/10/05 04:00:40.865+00,RaleighGIS,2020/10/05 04:00:40.865+00,RaleighGIS,P20046778,ALL OTHER OFFENSES,80A,All Other/All Other Offenses,,GARNER RD  &  HOKE ST,RALEIGH,RALEIGH,Southeast,2020/10/04 07:20:00+00,2020,10,4,3,Sunday,35.763367293,-78.631492484,RPD,2020/10/05 01:04:49.077+00
-78.7386860289999,35.800829142,597548,23a30f16-60ae-4766-9a7f-fb167fc6dfec,2020/10/08 04:01:05.416+00,RaleighGIS,2020/10/08 04:01:05.416+00,RaleighGIS,P20047253,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,6900 BLOCK PLAY GOLF WAY,WAKE COUNTY,RALEIGH,Southwest,2020/10/07 04:09:00+00,2020,10,7,0,Wednesday,35.8008291420001,-78.738686029,RPD,2020/10/07 21:07:33.037+00
-78.7339847649999,35.779213059,597568,befc6304-7a07-42d7-9dbc-b9001c8bcc12,2020/10/08 04:01:05.416+00,RaleighGIS,2020/10/08 04:01:05.416+00,RaleighGIS,P20047287,FRAUD,56C,Fraud/ID Theft,CRIMES AGAINST PROPERTY,600 BLOCK OAK RUN DR,RALEIGH,RALEIGH,Southwest,2020/10/07 14:25:00+00,2020,10,7,10,Wednesday,35.779213059,-78.7339847649999,RPD,2020/10/07 17:07:46.689+00
-78.726969885,35.785958835,597571,b822d993-16a3-484b-8867-8623d708295f,2020/10/08 04:01:05.416+00,RaleighGIS,2020/10/08 04:01:05.416+00,RaleighGIS,P20047291,ALL OTHER OFFENSES,80A,All Other/All Other Offenses,,5700 BLOCK HILLSBOROUGH ST,WAKE COUNTY,RALEIGH,Southwest,2020/10/07 13:42:00+00,2020,10,7,9,Wednesday,35.785958835,-78.726969885,RPD,2020/10/07 17:08:30.057+00
-78.7277466799999,35.8734803620001,597718,5d300b9b-892e-40d7-9cc6-9a34e6399b5e,2020/10/09 04:00:47.098+00,RaleighGIS,2020/10/09 04:00:47.098+00,RaleighGIS,P20047440,DRUGS,54D,Drug Violation/Misdemeanor,CRIMES AGAINST SOCIETY,8100 BLOCK GLENWOOD AVE,RALEIGH,RALEIGH,Northwest,2020/10/08 04:56:00+00,2020,10,8,0,Thursday,35.8734803620001,-78.7277466799999,RPD,2020/10/09 01:09:44.660+00
-78.675053888,35.789281547,597719,a7efcf6a-b622-4e51-8975-683577faf8b0,2020/10/09 04:00:47.098+00,RaleighGIS,2020/10/09 04:00:47.098+00,RaleighGIS,P20047442,VANDALISM,80B,All Other/Damage to Property (minor),,2900 BLOCK HILLSBOROUGH ST,RALEIGH,RALEIGH,Southwest,2020/10/08 05:03:00+00,2020,10,8,1,Thursday,35.789281547,-78.675053888,RPD,2020/10/08 21:38:58.180+00
-78.6407393149999,35.7421094360001,597728,60a8795f-1ca4-47c9-a017-9190908382f9,2020/10/09 04:00:47.098+00,RaleighGIS,2020/10/09 04:00:47.098+00,RaleighGIS,P20047467,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,3000 BLOCK HAMMOND RD,RALEIGH,RALEIGH,Downtown,2020/10/08 13:09:00+00,2020,10,8,9,Thursday,35.7421094360001,-78.640739315,RPD,2020/10/08 21:59:55.627+00
-78.610076438,35.7943176910001,597732,36d6ea8c-b5e1-45c1-9695-699beb6fbcfb,2020/10/09 04:00:47.098+00,RaleighGIS,2020/10/09 04:00:47.098+00,RaleighGIS,P20047476,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,1100 BLOCK SUMMERKINGS CT,RALEIGH,RALEIGH,Southeast,2020/10/08 14:07:00+00,2020,10,8,10,Thursday,35.7943176910001,-78.610076438,RPD,2020/10/08 22:23:09.150+00
-78.6234085839999,35.7830204380001,597746,7d5c0166-dd51-45e5-b784-aadfbdd0b8c7,2020/10/09 04:00:47.098+00,RaleighGIS,2020/10/09 04:00:47.098+00,RaleighGIS,P20047497,BURGLARY/RESIDENTIAL,30B,Burglary/Residential,CRIMES AGAINST PROPERTY,200 BLOCK N STATE ST,RALEIGH,RALEIGH,Southeast,2020/10/08 15:29:00+00,2020,10,8,11,Thursday,35.7830204380001,-78.6234085839999,RPD,2020/10/09 00:39:54.913+00
-78.705790737,35.7494756830001,597754,1bfd8719-d293-4abc-bfa0-36afe3f70527,2020/10/09 04:00:47.098+00,RaleighGIS,2020/10/09 04:00:47.098+00,RaleighGIS,P20047509,BURGLARY/COMMERCIAL,30A,Burglary/Commercial or Non-Residential,CRIMES AGAINST PROPERTY,4000 BLOCK TRYON RD,WAKE COUNTY,RALEIGH,Southwest,2020/10/08 16:15:00+00,2020,10,8,12,Thursday,35.7494756830001,-78.705790737,RPD,2020/10/09 00:59:59.177+00
-78.563162468,35.8484745480001,598168,670cb4f9-df9e-487e-ad3c-21a3bfc99c71,2020/10/12 03:59:40.955+00,RaleighGIS,2020/10/12 03:59:40.955+00,RaleighGIS,P20048094,ALL OTHER OFFENSES,80A,All Other/All Other Offenses,,FOX RD  &  LOUISBURG RD,RALEIGH,RALEIGH,Northeast,2020/10/11 22:41:00+00,2020,10,11,18,Sunday,35.8484745480001,-78.563162468,RPD,2020/10/12 02:39:10.897+00
-78.7408767919999,35.8842336160001,598225,25194537-e1fc-47e7-8cd3-d211d9973552,2020/10/13 04:01:01.029+00,RaleighGIS,2020/10/13 04:01:01.029+00,RaleighGIS,P20048131,DRUGS,54D,Drug Violation/Misdemeanor,CRIMES AGAINST SOCIETY,GLENWOOD AVE  &  EBENEZER CHURCH RD,RALEIGH,RALEIGH,Northwest,2020/10/12 04:07:00+00,2020,10,12,0,Monday,35.8842336160001,-78.7408767919999,RPD,2020/10/12 14:58:10.247+00
-78.6130993579999,35.816750087,598240,27694c0f-6eef-452a-8b66-24e2e6186c23,2020/10/13 04:01:01.029+00,RaleighGIS,2020/10/13 04:01:01.029+00,RaleighGIS,P20048164,MV THEFT,40A,Motor Vehicle Theft,CRIMES AGAINST PROPERTY,800 BLOCK MORATUCK DR,RALEIGH,RALEIGH,North,2020/10/12 12:41:00+00,2020,10,12,8,Monday,35.8167500870001,-78.6130993579999,RPD,2020/10/12 21:11:55.373+00
-78.7377338969999,35.885531456,598254,a9dd2ad5-20e1-44e4-ad8b-2f999d9c5e25,2020/10/13 04:01:01.029+00,RaleighGIS,2020/10/13 04:01:01.029+00,RaleighGIS,P20048182,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,8200 BLOCK ROWLOCK WAY,RALEIGH,RALEIGH,Northwest,2020/10/12 15:09:00+00,2020,10,12,11,Monday,35.885531456,-78.7377338969999,RPD,2020/10/12 21:13:26.793+00
-78.570408914,35.7991770300001,598256,d9afb464-da72-48fc-8158-7d09cdbcfac5,2020/10/13 04:01:01.029+00,RaleighGIS,2020/10/13 04:01:01.029+00,RaleighGIS,P20048185,VANDALISM,53A,Damage to Property (Group A),CRIMES AGAINST PROPERTY,3900 BLOCK NEW BERN AV,RALEIGH,RALEIGH,Northeast,2020/10/12 15:38:00+00,2020,10,12,11,Monday,35.7991770300001,-78.570408914,RPD,2020/10/12 21:13:49.867+00
-78.6970100039999,35.869854123,598257,6c0e85b0-9830-424e-ba0e-cbef15705cec,2020/10/13 04:01:01.029+00,RaleighGIS,2020/10/13 04:01:01.029+00,RaleighGIS,P20048186,VANDALISM,53A,Damage to Property (Group A),CRIMES AGAINST PROPERTY,200 BLOCK AUTUMN CHASE DR,RALEIGH,RALEIGH,Northwest,2020/10/12 15:46:00+00,2020,10,12,11,Monday,35.869854123,-78.6970100039999,RPD,2020/10/12 21:14:03.983+00
-78.6068071509999,35.838327179,598274,d4136b49-a776-4132-94ec-8c9ee6a0d6de,2020/10/13 04:01:01.029+00,RaleighGIS,2020/10/13 04:01:01.029+00,RaleighGIS,P20048209,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,1600 BLOCK RONALD DR,RALEIGH,RALEIGH,North,2020/10/12 16:29:00+00,2020,10,12,12,Monday,35.838327179,-78.6068071509999,RPD,2020/10/12 21:19:04.430+00
-78.7139394389999,35.7776821840001,598978,623eb9b8-cf34-4d98-93b0-d94396c30ff7,2020/10/14 04:13:12.340+00,RaleighGIS,2020/10/14 04:13:12.340+00,RaleighGIS,P20048381,FRAUD,56C,Fraud/ID Theft,CRIMES AGAINST PROPERTY,5200 BLOCK MELBOURNE RD,RALEIGH,RALEIGH,Southwest,2020/10/13 12:04:00+00,2020,10,13,8,Tuesday,35.7776821840001,-78.7139394389999,RPD,2020/10/14 00:38:32.483+00
-78.5761090519999,35.87097492,599211,c263b8d5-05f8-4c9a-b5a9-ac9ef9840ec2,2020/10/16 04:01:04.037+00,RaleighGIS,2020/10/16 04:01:04.037+00,RaleighGIS,P20048781,ASSAULT,25F,Assault/Intimidation-Communicating Threats,CRIMES AGAINST PERSONS,6400 BLOCK TOWN CENTER DR,RALEIGH,RALEIGH,Northeast,2020/10/15 15:10:00+00,2020,10,15,11,Thursday,35.87097492,-78.5761090519999,RPD,2020/10/15 22:45:42.033+00
-78.60199579,35.8095185010001,599316,4d7e75c3-f236-4b0c-959f-15398e037d47,2020/10/17 04:02:27.827+00,RaleighGIS,2020/10/17 04:02:27.827+00,RaleighGIS,P20048908,DRUGS,54D,Drug Violation/Misdemeanor,CRIMES AGAINST SOCIETY,2500 BLOCK YONKERS RD,RALEIGH,RALEIGH,Southeast,2020/10/16 04:05:00+00,2020,10,16,0,Friday,35.8095185010001,-78.60199579,RPD,2020/10/16 15:30:24.497+00
-78.618833864,35.7795910900001,599323,c31df973-6887-4f89-be96-c64134273d81,2020/10/17 04:02:27.827+00,RaleighGIS,2020/10/17 04:02:27.827+00,RaleighGIS,P20048916,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,1300 BLOCK POOLE RD,RALEIGH,RALEIGH,Southeast,2020/10/16 04:12:00+00,2020,10,16,0,Friday,35.7795910900001,-78.618833864,RPD,2020/10/16 15:31:20.223+00
-78.624687923,35.7825685280001,599328,e750867d-c733-44a0-b98c-2995ae21c813,2020/10/17 04:02:27.827+00,RaleighGIS,2020/10/17 04:02:27.827+00,RaleighGIS,P20048919,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,200 BLOCK HECK ST,RALEIGH,RALEIGH,Southeast,2020/10/16 06:43:00+00,2020,10,16,2,Friday,35.7825685280001,-78.624687923,RPD,2020/10/16 15:31:31.807+00
-78.60683262,35.839562356,599329,b728e441-491e-475c-9af4-e37d95d20dc8,2020/10/17 04:02:27.827+00,RaleighGIS,2020/10/17 04:02:27.827+00,RaleighGIS,P20048931,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,4400 BLOCK CRAFTSMAN DR,RALEIGH,RALEIGH,North,2020/10/16 11:28:00+00,2020,10,16,7,Friday,35.839562356,-78.60683262,RPD,2020/10/16 22:33:48.453+00
-78.5848480719999,35.7820785050001,599332,04ac7747-dcb8-42ae-83b3-f5455a688b96,2020/10/17 04:02:27.827+00,RaleighGIS,2020/10/17 04:02:27.827+00,RaleighGIS,P20048935,ALL OTHER OFFENSES,80D,All Other/Trespassing,,3000 BLOCK FALSTAFF RD,RALEIGH,RALEIGH,Southeast,2020/10/16 12:37:00+00,2020,10,16,8,Friday,35.7820785050001,-78.5848480719999,RPD,2020/10/16 15:46:21.070+00
-78.5848480719999,35.7820785050001,599333,a22ded3a-f45e-4043-99f0-744e359cc587,2020/10/17 04:02:27.827+00,RaleighGIS,2020/10/17 04:02:27.827+00,RaleighGIS,P20048935,VANDALISM,80B,All Other/Damage to Property (minor),,3000 BLOCK FALSTAFF RD,RALEIGH,RALEIGH,Southeast,2020/10/16 12:37:00+00,2020,10,16,8,Friday,35.7820785050001,-78.5848480719999,RPD,2020/10/16 15:46:21.070+00
-78.595847019,35.8499992430001,599336,82d09217-aea3-41dc-a9ff-e34b223a32d4,2020/10/17 04:02:27.827+00,RaleighGIS,2020/10/17 04:02:27.827+00,RaleighGIS,P20048947,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,5000 BLOCK DEPARTURE DR,RALEIGH,RALEIGH,North,2020/10/16 14:07:00+00,2020,10,16,10,Friday,35.8499992430001,-78.595847019,RPD,2020/10/16 22:34:44.443+00
-78.595847019,35.8499992430001,599337,4d8a9979-3f0e-4f67-a7e2-d72375c56d74,2020/10/17 04:02:27.827+00,RaleighGIS,2020/10/17 04:02:27.827+00,RaleighGIS,P20048947,VANDALISM,80B,All Other/Damage to Property (minor),,5000 BLOCK DEPARTURE DR,RALEIGH,RALEIGH,North,2020/10/16 14:07:00+00,2020,10,16,10,Friday,35.8499992430001,-78.595847019,RPD,2020/10/16 22:34:44.443+00
-78.649157917,35.752756306,599340,9acf71d6-7d52-4348-acc7-855981778acf,2020/10/17 04:02:27.827+00,RaleighGIS,2020/10/17 04:02:27.827+00,RaleighGIS,P20048967,ALL OTHER OFFENSES,80A,All Other/All Other Offenses,,S SAUNDERS ST  &  I 40 EB,RALEIGH,RALEIGH,Downtown,2020/10/16 15:25:00+00,2020,10,16,11,Friday,35.752756306,-78.649157917,RPD,2020/10/16 21:45:30.903+00
-78.70154956,35.8521427160001,599677,12b37722-e5b1-436f-a53e-ba2069248b71,2020/10/20 04:01:07.135+00,RaleighGIS,2020/10/20 04:01:07.135+00,RaleighGIS,P20049436,ALL OTHER OFFENSES,80D,All Other/Trespassing,,5100 BLOCK HOLLYRIDGE DR,RALEIGH,RALEIGH,Northwest,2020/10/19 04:40:00+00,2020,10,19,0,Monday,35.8521427160001,-78.70154956,RPD,2020/10/19 08:45:47.643+00
-78.777477714,35.9096100570001,599720,d873783e-8946-42c4-ba91-57b360e970dd,2020/10/20 04:01:07.135+00,RaleighGIS,2020/10/20 04:01:07.135+00,RaleighGIS,P20049505,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,10000 BLOCK GLENWOOD AVE,RALEIGH,RALEIGH,Northwest,2020/10/19 18:02:00+00,2020,10,19,14,Monday,35.9096100570001,-78.777477714,RPD,2020/10/19 20:56:17.590+00
-78.6207538319999,35.7784369500001,599968,a5f44abd-1da7-454c-86ea-98153a2ed3be,2020/10/22 03:59:57.241+00,RaleighGIS,2020/10/22 03:59:57.241+00,RaleighGIS,P20049798,WEAPONS VIOLATION,51C,Weapons/Shots Fired,CRIMES AGAINST SOCIETY,100 BLOCK S PETTIGREW ST,RALEIGH,RALEIGH,Southeast,2020/10/21 04:05:00+00,2020,10,21,0,Wednesday,35.7784369500001,-78.6207538319999,RPD,2020/10/21 18:59:51.083+00
-78.587528578,35.7637459150001,599970,17f0bf85-c894-41a1-9a8b-ab882a207781,2020/10/22 03:59:57.241+00,RaleighGIS,2020/10/22 03:59:57.241+00,RaleighGIS,P20049804,DRUGS,54D,Drug Violation/Misdemeanor,CRIMES AGAINST SOCIETY,1000 BLOCK COOPER RD,RALEIGH,RALEIGH,Southeast,2020/10/21 05:02:00+00,2020,10,21,1,Wednesday,35.7637459150001,-78.587528578,RPD,2020/10/21 18:05:09.643+00
-78.6126902829999,35.7797895360001,599973,d308b7da-f078-4b39-b17e-8fe8e9026a47,2020/10/22 03:59:57.241+00,RaleighGIS,2020/10/22 03:59:57.241+00,RaleighGIS,P20049808,ALL OTHER OFFENSES,80D,All Other/Trespassing,,1800 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Southeast,2020/10/21 05:51:00+00,2020,10,21,1,Wednesday,35.7797895360001,-78.6126902829999,RPD,2020/10/21 20:12:12.870+00
-78.6015298239999,35.8494179590001,599984,4f483aed-5704-4b8b-867f-41b86b6bb5d8,2020/10/22 03:59:57.241+00,RaleighGIS,2020/10/22 03:59:57.241+00,RaleighGIS,P20049820,BURGLARY/COMMERCIAL,30A,Burglary/Commercial or Non-Residential,CRIMES AGAINST PROPERTY,4800 BLOCK ATLANTIC AVE,RALEIGH,RALEIGH,North,2020/10/21 09:34:00+00,2020,10,21,5,Wednesday,35.8494179590001,-78.601529824,RPD,2020/10/22 00:50:16.743+00
-78.540180816,35.719763555,599992,f898518a-2768-43e1-841a-fb4a0f0fa7ee,2020/10/22 03:59:57.241+00,RaleighGIS,2020/10/22 03:59:57.241+00,RaleighGIS,P20049839,ALL OTHER OFFENSES,80A,All Other/All Other Offenses,,6800 BLOCK HARTER CT,RALEIGH,RALEIGH,Southeast,2020/10/21 11:51:00+00,2020,10,21,7,Wednesday,35.719763555,-78.540180816,RPD,2020/10/21 20:11:44.310+00
-78.665532577,35.900128542,600024,6fb9106d-0ac7-4967-85d5-b0948c9e9337,2020/10/22 03:59:57.241+00,RaleighGIS,2020/10/22 03:59:57.241+00,RaleighGIS,P20049905,HUMANE,82H,Humane/Rabies Test,,1500 BLOCK SURFBIRD CT,RALEIGH,RALEIGH,North,2020/10/21 18:15:00+00,2020,10,21,14,Wednesday,35.9001285420001,-78.665532577,RPD,2020/10/22 02:10:49.800+00
-78.665532577,35.900128542,600025,62a53097-eeb1-4e84-9d8e-1297c3406578,2020/10/22 03:59:57.241+00,RaleighGIS,2020/10/22 03:59:57.241+00,RaleighGIS,P20049905,HUMANE,82J,Humane/Chemical Deployment,,1500 BLOCK SURFBIRD CT,RALEIGH,RALEIGH,North,2020/10/21 18:15:00+00,2020,10,21,14,Wednesday,35.9001285420001,-78.665532577,RPD,2020/10/22 02:10:49.800+00
-78.611393276,35.7767450100001,600119,f474de71-34f1-4201-8758-ab5a68172b54,2020/10/23 04:00:53.706+00,RaleighGIS,2020/10/23 04:00:53.706+00,RaleighGIS,P20050012,DRUG VIOLATIONS,54Z,Drug Equipment/Paraphernalia,CRIMES AGAINST SOCIETY,1900 BLOCK POOLE RD,RALEIGH,RALEIGH,Southeast,2020/10/22 04:55:00+00,2020,10,22,0,Thursday,35.7767450100001,-78.6113932759999,RPD,2020/10/22 13:55:44.100+00
-78.611393276,35.7767450100001,600120,fd3b3bdf-f6a7-4028-8bea-b2ffbc398cc7,2020/10/23 04:00:53.706+00,RaleighGIS,2020/10/23 04:00:53.706+00,RaleighGIS,P20050012,DRUGS,54D,Drug Violation/Misdemeanor,CRIMES AGAINST SOCIETY,1900 BLOCK POOLE RD,RALEIGH,RALEIGH,Southeast,2020/10/22 04:55:00+00,2020,10,22,0,Thursday,35.7767450100001,-78.6113932759999,RPD,2020/10/22 13:55:44.100+00
-78.6431845929999,35.7840224610001,600129,ae5ecc3d-cc84-4d50-804a-9c9731f530fe,2020/10/23 04:00:53.706+00,RaleighGIS,2020/10/23 04:00:53.706+00,RaleighGIS,P20050022,KIDNAPPING,50A,Kidnapping/Abduction,CRIMES AGAINST PERSONS,300 BLOCK N DAWSON ST,RALEIGH,RALEIGH,Downtown,2020/10/22 08:43:00+00,2020,10,22,4,Thursday,35.7840224610001,-78.6431845929999,RPD,2020/10/22 12:56:36.769+00
-78.6431845929999,35.7840224610001,600130,5df21aa3-3665-4872-80b5-202ab65cbf15,2020/10/23 04:00:53.706+00,RaleighGIS,2020/10/23 04:00:53.706+00,RaleighGIS,P20050022,ROBBERY,20A,Robbery/From Business,CRIMES AGAINST PROPERTY,300 BLOCK N DAWSON ST,RALEIGH,RALEIGH,Downtown,2020/10/22 08:43:00+00,2020,10,22,4,Thursday,35.7840224610001,-78.6431845929999,RPD,2020/10/22 12:56:36.769+00
-78.775628495,35.920998119,600136,db87c918-491e-4d3c-8d68-efa2ded7501b,2020/10/23 04:00:53.706+00,RaleighGIS,2020/10/23 04:00:53.706+00,RaleighGIS,P20050036,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,7900 BLOCK SUNFIELD CIR,RALEIGH,RALEIGH,Northwest,2020/10/22 12:17:00+00,2020,10,22,8,Thursday,35.920998119,-78.775628495,RPD,2020/10/22 15:43:35.233+00
-78.662926796,35.7904279140001,600137,177f3df1-9d8d-48eb-8bb8-560f2709d2c8,2020/10/23 04:00:53.706+00,RaleighGIS,2020/10/23 04:00:53.706+00,RaleighGIS,P20050040,VANDALISM,80B,All Other/Damage to Property (minor),,500 BLOCK OBERLIN RD,RALEIGH,RALEIGH,Southwest,2020/10/22 12:53:00+00,2020,10,22,8,Thursday,35.7904279140001,-78.662926796,RPD,2020/10/22 21:04:45.767+00
-78.620300409,35.827426949,600138,f62e45ed-7f08-40bd-88ee-14d2bd76635f,2020/10/23 04:00:53.706+00,RaleighGIS,2020/10/23 04:00:53.706+00,RaleighGIS,P20050041,ALL OTHER OFFENSES,80D,All Other/Trespassing,,3300 BLOCK WAKE FOREST RD,RALEIGH,RALEIGH,North,2020/10/22 13:02:00+00,2020,10,22,9,Thursday,35.827426949,-78.620300409,RPD,2020/10/22 22:46:32.760+00
-78.620300409,35.827426949,600139,4b9abc38-a756-4634-ae49-5a7f20dd7966,2020/10/23 04:00:53.706+00,RaleighGIS,2020/10/23 04:00:53.706+00,RaleighGIS,P20050041,DRUGS,54C,Drug Violation/Felony,CRIMES AGAINST SOCIETY,3300 BLOCK WAKE FOREST RD,RALEIGH,RALEIGH,North,2020/10/22 13:02:00+00,2020,10,22,9,Thursday,35.827426949,-78.620300409,RPD,2020/10/22 22:46:32.760+00
-78.5679858139999,35.861673039,600140,4da25cb4-03e7-4959-b844-de8acbe8d146,2020/10/23 04:00:53.706+00,RaleighGIS,2020/10/23 04:00:53.706+00,RaleighGIS,P20050043,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,4200 BLOCK TRISTONE FALLS AVE,RALEIGH,RALEIGH,Northeast,2020/10/22 12:51:00+00,2020,10,22,8,Thursday,35.861673039,-78.5679858139999,RPD,2020/10/22 17:01:13.133+00
-78.5679858139999,35.861673039,600141,eb4d62a5-d1ec-4f6e-bd6b-bf670e4e9c31,2020/10/23 04:00:53.706+00,RaleighGIS,2020/10/23 04:00:53.706+00,RaleighGIS,P20050043,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,4200 BLOCK TRISTONE FALLS AVE,RALEIGH,RALEIGH,Northeast,2020/10/22 12:51:00+00,2020,10,22,8,Thursday,35.861673039,-78.5679858139999,RPD,2020/10/22 17:01:13.133+00
-78.580788492,35.8380981650001,600142,6ea3015d-ff01-4a7a-926e-d4f335291ec5,2020/10/23 04:00:53.706+00,RaleighGIS,2020/10/23 04:00:53.706+00,RaleighGIS,P20050044,FRAUD,56A,Fraud/False Pretense or Swindle,CRIMES AGAINST PROPERTY,4200 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,North,2020/10/22 13:48:00+00,2020,10,22,9,Thursday,35.8380981650001,-78.580788492,RPD,2020/10/22 18:15:03.609+00
-78.7162483279999,35.8599424890001,600144,2bae5788-3354-4455-90b5-366b0003210b,2020/10/23 04:00:53.706+00,RaleighGIS,2020/10/23 04:00:53.706+00,RaleighGIS,P20050047,BURGLARY/RESIDENTIAL,30B,Burglary/Residential,CRIMES AGAINST PROPERTY,5900 BLOCK WATERFORD BLUFF LN,RALEIGH,RALEIGH,Northwest,2020/10/22 13:44:00+00,2020,10,22,9,Thursday,35.859942489,-78.7162483279999,RPD,2020/10/22 22:54:52.230+00
-78.623416756,35.7829107090001,600145,b7f8611b-eaf1-4b42-807d-d26c56282e1d,2020/10/23 04:00:53.706+00,RaleighGIS,2020/10/23 04:00:53.706+00,RaleighGIS,P20050050,BURGLARY/RESIDENTIAL,30B,Burglary/Residential,CRIMES AGAINST PROPERTY,200 BLOCK N STATE ST,RALEIGH,RALEIGH,Southeast,2020/10/22 14:07:00+00,2020,10,22,10,Thursday,35.7829107090001,-78.623416756,RPD,2020/10/22 22:56:16.620+00
-78.556322258,35.8619322120001,600146,9f702e46-66fa-4c3a-9e6a-632ce26f912e,2020/10/23 04:00:53.706+00,RaleighGIS,2020/10/23 04:00:53.706+00,RaleighGIS,P20050054,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,6000 BLOCK CHITTIM CT,RALEIGH,RALEIGH,Northeast,2020/10/22 14:58:00+00,2020,10,22,10,Thursday,35.8619322120001,-78.556322258,RPD,2020/10/22 16:48:31.203+00
-78.608269951,35.751637154,600151,a282c763-007c-486a-9b95-84783295d18b,2020/10/23 04:00:53.706+00,RaleighGIS,2020/10/23 04:00:53.706+00,RaleighGIS,P20050060,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,2000 BLOCK BOWMAN LN,RALEIGH,RALEIGH,Southeast,2020/10/22 14:39:00+00,2020,10,22,10,Thursday,35.751637154,-78.608269951,RPD,2020/10/22 20:30:42.980+00
-78.6021406779999,35.813763264,600153,b9ee9adc-3a73-46cb-a70e-c85f07a085ff,2020/10/23 04:00:53.706+00,RaleighGIS,2020/10/23 04:00:53.706+00,RaleighGIS,P20050062,VANDALISM,80B,All Other/Damage to Property (minor),,2600 BLOCK APPLIANCE CT,RALEIGH,RALEIGH,Northeast,2020/10/22 16:13:00+00,2020,10,22,12,Thursday,35.813763264,-78.602140678,RPD,2020/10/22 16:26:26.187+00
